id	bet_amount	bet_id	brand	channel_type	game_id	game_name	game_provider	game_status_id	game_type	jackpot_contribution	jackpot_details	jackpot_payout	jackpot_type	kiosk_terminal	machine_id	outlet_id	payout_amount	platform_code	platform_name	player_id	prematch_live	refund_amount	round_id	seed_contri_amount	settlement_time	site	sport	status	ticket_status	time_of_bet	createdAt	updatedAt	timestamp	transaction_id
58	9.00	yb_91443d44cf3075b3553fa603a702b847e8c1	YB	ONLINE	1013	Rolling7	YellowBat	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	16	egames	c2c5398c-0bb0-863d-3a95-5e3de0e59b8c	live	0.00	d69232b0eb62	NULL	2025-04-02 00:00:59	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:59	NULL	NULL	2025-04-01 18:30:59	yb_1821559828
59	1.20	fc_f32cefa10921065c2459b5ecd445a6448523	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	2.16	7	egames	eb7ef86a-0acd-bac6-5c85-50a1fb6fc00f	live	0.00	4edecd8504ec	NULL	2025-04-02 00:00:00	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:00	NULL	NULL	2025-04-01 18:30:00	fc_67ec0d801c1ed10d6ba6b3a5
60	1.00	jdb_bb853e9adee40d514e536c043472bedb8f07	JDB	ONLINE	14091	Piggy Bank	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	1e81eb2e-1ec2-9a62-aebf-a4911fac8e65	live	0.00	df303b04903a	NULL	2025-04-02 00:00:00	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:00	NULL	NULL	2025-04-01 18:30:00	jdb_7496909343158
61	46.00	fc_0c4d0df7a9988132db8c0af9bcdbf682a45d	FC	ONLINE	21003	MONKEY KING FISHING	Fa Chai Gaming	1	FISHING	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	38.00	7	egames	450a0443-ede5-e5a8-0954-8ee77779f200	live	0.00	d9b29873e4ff	NULL	2025-04-02 00:00:00	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:00	NULL	NULL	2025-04-01 18:30:00	fc_67ec0d80392d2739ce89d4c7
62	4.00	fc_21bc8b3fa8a038f75484f8435b91a3b9900a	FC	ONLINE	22059	CHILIHUAHUA	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	109.60	7	egames	0f74f121-6f1e-b714-e1be-437c0bde4efd	live	0.00	fd62227f0517	NULL	2025-04-02 00:00:00	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:00	NULL	NULL	2025-04-01 18:30:00	fc_67ec0d803b548e71724e31eb
63	12.00	fc_294a46a8139570e2860cee2fdbe1806d4434	FC	ONLINE	22020	CHINESE NEW YEAR	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	0fcd79e9-bbaa-2b24-8e3d-5711d5dac6b7	live	0.00	4b9a04528e06	NULL	2025-04-02 00:00:00	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:00	NULL	NULL	2025-04-01 18:30:00	fc_67ec0d807210f40f50c3d352
64	1.00	jdb_419c4401487cf1e4ba269db0ad4eb24757a3	JDB	ONLINE	14091	Piggy Bank	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	1a54de25-7441-45a7-eddd-054cd3083f55	live	0.00	ceead148aebf	NULL	2025-04-02 00:00:00	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:00	NULL	NULL	2025-04-01 18:30:00	jdb_7496909345248
65	0.50	fc_4e5c8a1afec83aa245207d5a0b9b272d53f4	FC	ONLINE	22016	GOLDEN PANTHER	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	d0ee6d01-7606-61cc-049f-7fecb8c178db	live	0.00	d899b3458def	NULL	2025-04-02 00:00:00	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:00	NULL	NULL	2025-04-01 18:30:00	fc_67ec0d8036c587345dde92f2
66	1.50	fc_65bd7b4d04a46aaa1cb28792b80e4820c016	FC	ONLINE	22029	COWBOYS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	d249bb84-aa22-f437-5b00-a4ef08faaa34	live	0.00	5f7558ec2e6b	NULL	2025-04-02 00:00:00	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:00	NULL	NULL	2025-04-01 18:30:00	fc_67ec0d8004168940d99f48df
67	1.00	fc_9b2ba036cc0921818467a725690b64d1fb9a	FC	ONLINE	22018	NIGHT MARKET	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	07f73096-d0ae-d6cc-7ef5-81572e0a4ea6	live	0.00	f775602cad00	NULL	2025-04-02 00:00:00	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:00	NULL	NULL	2025-04-01 18:30:00	fc_67ec0d807b39a33d519c4c24
68	5.00	fc_a27b200b6ef9ed6fcd9ab03a26f8fdabb4b7	FC	ONLINE	22018	NIGHT MARKET	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	b254b42d-8095-7dfc-c03f-38a3ee29f829	live	0.00	1cae67ceac30	NULL	2025-04-02 00:00:00	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:00	NULL	NULL	2025-04-01 18:30:00	fc_67ec0d80a2fe9b66a18e31bc
69	1.00	fc_a5ebc23f8341bd8ba7f88bb7da030fdada3f	FC	ONLINE	22039	ROBIN HOOD	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	5.00	7	egames	71b0bf5c-45d6-fa2b-8a23-92b0d9bb3fbe	live	0.00	b9158690dd50	NULL	2025-04-02 00:00:00	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:00	NULL	NULL	2025-04-01 18:30:00	fc_67ec0d80a8ec0d3d90a68926
70	1.00	fc_a9016cf81321a270a89af17c47b60e9f7023	FC	ONLINE	22049	ZEUS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.16	7	egames	d5db2d11-e132-c755-6759-04234f913cfa	live	0.00	d3d575b92869	NULL	2025-04-02 00:00:00	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:00	NULL	NULL	2025-04-01 18:30:00	fc_67ec0d80a8ec0d3d90a688b1
71	1.00	jdb_b7e13108b5aa1d4c952c9454fe356f8af574	JDB	ONLINE	14091	Piggy Bank	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	1c813666-ca8d-1c69-306f-f0b4b66ad422	live	0.00	4f4c1b21885f	NULL	2025-04-02 00:00:00	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:00	NULL	NULL	2025-04-01 18:30:00	jdb_7496909341350
72	1.80	fc_22d6a9c47c24decbcf151d1f31610f9c1ae1	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	7.92	7	egames	c4b89696-7fce-2300-80c0-e7c5bbd15098	live	0.00	08b4b930cb0b	NULL	2025-04-02 00:00:01	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:01	NULL	NULL	2025-04-01 18:30:01	fc_67ec0d818e43255abf5a5553
73	2.00	fc_27d607d9a5f5079a0a824cb0f9cfe43c916d	FC	ONLINE	22047	GOLDEN GENIE	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	54.70	7	egames	c8adcd75-3453-f440-a0e3-1aa4a0416038	live	0.00	a71c30932efc	NULL	2025-04-02 00:00:01	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:01	NULL	NULL	2025-04-01 18:30:01	fc_67ec0d81fcf48005bd696568
74	4.00	fc_54e42fd694d8f63f43f3cdc7683e4189fe66	FC	ONLINE	22036	RICH ?AN	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	f756dae3-dca4-dafe-da64-051ccc2ac931	live	0.00	5db4f1fe143d	NULL	2025-04-02 00:00:01	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:01	NULL	NULL	2025-04-01 18:30:01	fc_67ec0d81d879f045f5cfbe8f
75	2.00	jdb_5e981d5429cb9476179f01af4aea3f644b38	JDB	ONLINE	14093	Magic Ace WILD LOCK	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	44747b33-3859-bc9b-fb43-cf17c75437b4	live	0.00	7b6c284836eb	NULL	2025-04-02 00:00:01	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:01	NULL	NULL	2025-04-01 18:30:01	jdb_7496909347402
76	0.75	fc_621b5d1d50c81b388d5d2a15ad19d3bce1d3	FC	ONLINE	22042	TREASURE RAIDERS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	31a90348-4643-8c8b-d7c2-7d9ed596d3f3	live	0.00	b1a003e712f0	NULL	2025-04-02 00:00:01	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:01	NULL	NULL	2025-04-01 18:30:01	fc_67ec0d81b7b95b29703a5db2
77	9.00	jdb_6d3f7ac1b3cecd8c910d244f150504bc6fee	JDB	ONLINE	14093	Magic Ace WILD LOCK	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	5daf303a-0086-f505-754f-10c95b27c7a4	live	0.00	4d7c8b191b74	NULL	2025-04-02 00:00:01	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:01	NULL	NULL	2025-04-01 18:30:01	jdb_7496909348891
78	1.50	fc_883216d3559d6ce74ac4eca086409af8a794	FC	ONLINE	22042	TREASURE RAIDERS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	828b1c4e-fb12-709b-4ab2-b957bd83ffca	live	0.00	dc673c927eab	NULL	2025-04-02 00:00:01	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:01	NULL	NULL	2025-04-01 18:30:01	fc_67ec0d81a2fe9b66a18e32c2
79	6.00	fc_a054b0f3148af9b59f72bd4506ef88598af4	FC	ONLINE	22029	COWBOYS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	6.00	7	egames	d84bc55e-ef66-efc1-1242-d50370d1a521	live	0.00	8241626016a6	NULL	2025-04-02 00:00:01	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:01	NULL	NULL	2025-04-01 18:30:01	fc_67ec0d81a2fe9b66a18e3362
80	2.00	fc_bde1daaaab6674e6fed95b637f436e11d661	FC	ONLINE	22037	GRAND BLUE	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	f41c8f5d-f0c1-15b3-3308-34293ff02644	live	0.00	6577fe51089a	NULL	2025-04-02 00:00:01	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:01	NULL	NULL	2025-04-01 18:30:01	fc_67ec0d817210f40f50c3d3f2
81	4.00	fc_dd2b9c22a5d534f8da1c7b73ae9603e5a540	FC	ONLINE	22047	GOLDEN GENIE	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	e1ce06ee-a3f4-e1f5-8c86-523f4ccd9569	live	0.00	207d618c52f3	NULL	2025-04-02 00:00:01	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:01	NULL	NULL	2025-04-01 18:30:01	fc_67ec0d817b39a33d519c4e15
82	3.00	fc_f18fe9513cda577ba9ab0469a59b8226e13a	FC	ONLINE	22042	TREASURE RAIDERS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	ec3a160b-6840-88a9-6ffe-bd3a20ae4ea7	live	0.00	0929bd697068	NULL	2025-04-02 00:00:01	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:01	NULL	NULL	2025-04-01 18:30:01	fc_67ec0d81a2fe9b66a18e338f
83	1.00	fc_fc8dd29f9ea5c6913691748948b12ab3abb3	FC	ONLINE	22055	SUPER ELEMENTS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	56b6d44b-cfdb-5add-dbca-56c99f8d508f	live	0.00	b83d1895a462	NULL	2025-04-02 00:00:01	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:01	NULL	NULL	2025-04-01 18:30:01	fc_67ec0d8104168940d99f49e6
84	5.00	jdb_12d8af5a95eb6a640b573f5193567999f075	JDB	ONLINE	14091	Piggy Bank	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	32bd06d5-a968-827b-c269-dc50714f2b2f	live	0.00	8a1c7e912b3f	NULL	2025-04-02 00:00:02	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:02	NULL	NULL	2025-04-01 18:30:02	jdb_7496909354627
85	0.50	jdb_2492534337701df5cce72f8b2bd5b132000d	JDB	ONLINE	8020	Open Sesame	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.20	3	egames	c48a2a8a-64c7-d26f-8718-4246177ec7e2	live	0.00	14cb68287290	NULL	2025-04-02 00:00:02	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:02	NULL	NULL	2025-04-01 18:30:02	jdb_7496909351113
86	6.00	fc_3361e7533bc8b5d3ca4eff06409e9d49b8f2	FC	ONLINE	22045	MERGE MAGIC	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	094e897b-9ab8-faa8-3608-af2babf72779	live	0.00	c8eac24ac7b1	NULL	2025-04-02 00:00:02	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:02	NULL	NULL	2025-04-01 18:30:02	fc_67ec0d8221a6345594fa2630
87	2.00	jdb_4a16dab7cb1dde4faadff9acff2616579943	JDB	ONLINE	14085	FRUITY BONANZA	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	62.80	3	egames	bd8ce712-2ae2-db39-83df-34de7fceecc4	live	0.00	7167b2c7d8b0	NULL	2025-04-02 00:00:02	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:02	NULL	NULL	2025-04-01 18:30:02	jdb_7496909352737
88	1.20	fc_7200ffad50369ca70097df60c195ac25741d	FC	ONLINE	22053	LEGEND OF INCA	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	d47bb34b-b8dc-0f78-f1cf-7ff458f76d09	live	0.00	77c4d920fe3f	NULL	2025-04-02 00:00:02	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:02	NULL	NULL	2025-04-01 18:30:02	fc_67ec0d82e8c3691c70511b8c
89	2.00	fc_759dc8c298861e1ab4ea30bad3d1fcc35482	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.10	7	egames	496ca63c-048c-fb93-0aab-f137fab75cd5	live	0.00	b4efcde8ee3c	NULL	2025-04-02 00:00:02	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:02	NULL	NULL	2025-04-01 18:30:02	fc_67ec0d8236c587345dde9542
90	2.00	fc_8d3bde71053c9d9e0b4a2e42583da2933e6a	FC	ONLINE	22032	MAGIC BEANS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	31055e6b-81de-5318-b994-1445505c5438	live	0.00	07db928b506d	NULL	2025-04-02 00:00:02	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:02	NULL	NULL	2025-04-01 18:30:02	fc_67ec0d828e43255abf5a561e
91	1.80	fc_8d535fb35560a9aa69acad16d229e81bd678	FC	ONLINE	22041	CHINESE NEW YEAR 2	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	edd64cc9-0305-1c34-e0f3-fb00ac89e5b8	live	0.00	023cb82b5a31	NULL	2025-04-02 00:00:02	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:02	NULL	NULL	2025-04-01 18:30:02	fc_67ec0d828e43255abf5a566f
92	2.20	fc_bbc2126d1e388db922054212ed1d4a74048c	FC	ONLINE	22040	LUCKY FORTUNES	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	8bcf003b-31b2-03fa-dd4b-afa725a32bab	live	0.00	50f57e25c3b8	NULL	2025-04-02 00:00:02	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:02	NULL	NULL	2025-04-01 18:30:02	fc_67ec0d82a8ec0d3d90a68ad5
93	4.00	fc_c12eca9ef2864b2937017d07da56768af529	FC	ONLINE	22047	GOLDEN GENIE	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.40	7	egames	f766ee84-b948-11a3-2b5e-e09944e3d5a2	live	0.00	fe68fcd83d66	NULL	2025-04-02 00:00:02	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:02	NULL	NULL	2025-04-01 18:30:02	fc_67ec0d82fcf48005bd69668e
94	1.20	fc_f4b8452caad795ef87e27a007fbfb51e0c8b	FC	ONLINE	22036	RICH ?AN	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	1.44	7	egames	f753d28d-c585-1c69-98af-21934be0e364	live	0.00	87f774805cca	NULL	2025-04-02 00:00:02	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:02	NULL	NULL	2025-04-01 18:30:02	fc_67ec0d82b7b95b29703a5ece
95	8.80	fc_08125c6b18f9d975b153fa026c701b6294f9	FC	ONLINE	22040	LUCKY FORTUNES	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	6509abc2-9b7b-1c9d-746a-de5996b3e43f	live	0.00	ae08bc4d2bd0	NULL	2025-04-02 00:00:03	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:03	NULL	NULL	2025-04-01 18:30:03	fc_67ec0d83bdab5525aabc9272
96	5.00	fc_21650d93a769e3b9dfa1406b90c7b95dc26b	FC	ONLINE	22016	GOLDEN PANTHER	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	fe605662-3e61-a64c-4dda-1c3c7f0b3a7c	live	0.00	d66b79bdce5d	NULL	2025-04-02 00:00:03	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:03	NULL	NULL	2025-04-01 18:30:03	fc_67ec0d83b7b95b29703a607e
97	2.00	fc_2bb91c3bb3988096bd36a35c69a4c50146a1	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	f69448d8-5732-05de-86a3-755c4c3f1079	live	0.00	1c87524587df	NULL	2025-04-02 00:00:03	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:03	NULL	NULL	2025-04-01 18:30:03	fc_67ec0d837210f40f50c3d59f
98	3.00	fc_2db697ecbfcb76719fa9e69dd05cbe1f9983	FC	ONLINE	22042	TREASURE RAIDERS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	3900a580-9919-b20d-fc15-aa44507ef5ce	live	0.00	85051345f4e0	NULL	2025-04-02 00:00:03	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:03	NULL	NULL	2025-04-01 18:30:03	fc_67ec0d833b548e71724e3460
99	2.00	jdb_4828e647da19d76e1f4d95b0a81184d57339	JDB	ONLINE	14098	Fruity Bonanza Combo	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	3	egames	4a716efc-579a-ff99-9235-d1b62f34147d	live	0.00	01d9dd2bcff5	NULL	2025-04-02 00:00:03	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:03	NULL	NULL	2025-04-01 18:30:03	jdb_7496909358588
100	1.80	fc_5ad5d2163ed70a052198509f764338a258f8	FC	ONLINE	22041	CHINESE NEW YEAR 2	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	24.80	7	egames	f470e5f9-37c5-04c5-2e8d-f438c67d5184	live	0.00	94bd1634e701	NULL	2025-04-02 00:00:03	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:03	NULL	NULL	2025-04-01 18:30:03	fc_67ec0d7c04168940d99f44b3
101	1.20	fc_6174dccef54cf8430808854d6e2424496538	FC	ONLINE	22047	GOLDEN GENIE	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	ce701e43-888b-4379-6cee-1dd8fe33ae44	live	0.00	d7006ba2515c	NULL	2025-04-02 00:00:03	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:03	NULL	NULL	2025-04-01 18:30:03	fc_67ec0d83fcf48005bd696764
102	30.00	fc_805d03d3f45face7cf868e5e09d00896b73f	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	3.00	7	egames	6986574b-7288-3421-6537-5df4abf54d2b	live	0.00	e034cc5d060f	NULL	2025-04-02 00:00:03	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:03	NULL	NULL	2025-04-01 18:30:03	fc_67ec0d838e43255abf5a5796
103	1.00	fc_a2a01c65db2173ccfbee1074eb6c540bc5ef	FC	ONLINE	22018	NIGHT MARKET	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	8769ec19-fffe-eb7e-eb6e-960c4f2e58d2	live	0.00	bd7c2f308137	NULL	2025-04-02 00:00:03	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:03	NULL	NULL	2025-04-01 18:30:03	fc_67ec0d838e43255abf5a5757
104	9.00	jdb_a315b7e30ccda0ce3279f3f016278fdc4593	JDB	ONLINE	14093	Magic Ace WILD LOCK	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	12.00	3	egames	5daf303a-0086-f505-754f-10c95b27c7a4	live	0.00	9d4618c6a1c6	NULL	2025-04-02 00:00:03	ArionPlayMaya	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:03	NULL	NULL	2025-04-01 18:30:03	jdb_7496909356421
105	2.20	fc_b269158edb43fadf48bc4e54f829d8d406b0	FC	ONLINE	22040	LUCKY FORTUNES	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	6af45cde-eeb6-47bc-7e13-972a41035a2b	live	0.00	f2d7360727fc	NULL	2025-04-02 00:00:03	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:03	NULL	NULL	2025-04-01 18:30:03	fc_67ec0d8304168940d99f4b97
106	1.80	fc_f0a7bb19a45c9f7094d1b5ed1eb82b5cdd7a	FC	ONLINE	22043	SUGAR BANG BANG	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	c1ce7be3-9cc1-94d3-d1b3-a36791277ab0	live	0.00	455e0289e66e	NULL	2025-04-02 00:00:03	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:03	NULL	NULL	2025-04-01 18:30:03	fc_67ec0d831c1ed10d6ba6b629
107	1.80	fc_1079723f7774c0d8d66ebe40681ac110b9ed	FC	ONLINE	22041	CHINESE NEW YEAR 2	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	dc1ee4dd-160c-e945-cc5f-b08b4b86e911	live	0.00	863e9985623d	NULL	2025-04-02 00:00:04	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	fc_67ec0d843b548e71724e359c
108	1.00	jdb_1393221ee262185c8677a19a429dc210709d	JDB	ONLINE	9014	MINES	JDB Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	2.53	3	egames	af6e7124-6428-47f5-37a3-81220283874d	live	0.00	4a89453408f7	NULL	2025-04-02 00:00:04	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	jdb_7496909347494
109	0.75	fc_21664f11fdf4f7cf4d2f846cb024fb406d14	FC	ONLINE	22042	TREASURE RAIDERS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	31a90348-4643-8c8b-d7c2-7d9ed596d3f3	live	0.00	cda46dca2cf0	NULL	2025-04-02 00:00:04	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	fc_67ec0d84b7b95b29703a6154
110	1.20	fc_312d60f17fa1ec8a085b5c51917aa0acf2a3	FC	ONLINE	22020	CHINESE NEW YEAR	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	547c2f70-69e0-8784-3576-4e57bc0c0683	live	0.00	f140009942e5	NULL	2025-04-02 00:00:04	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	fc_67ec0d84b1017b78e68a4efb
111	1.00	fc_3dd99f0552b45a0668832fda63e484f5412a	FC	ONLINE	22032	MAGIC BEANS	Fa Chai Gaming	1	SPIN	NULL	0.0000	NULL	NULL	NULL	NULL	PJS-001	0.00	7	egames	28230bc5-b40d-1f84-485e-4fffee064171	live	0.00	ebcc42aad6b9	NULL	2025-04-02 00:00:04	ArionPlayGCash	NULL	COMPLETED	COMPLETED	2025-04-02 00:00:04	NULL	NULL	2025-04-01 18:30:04	fc_67ec0d84d879f045f5cfc270
